question,answer
针灸中落枕经络配穴的操作方法？,先刺远端穴外劳宫（在手背，第2、3掌骨间，掌指关节后0.5寸（指寸）凹陷中）（在掌区，横平第3掌指关节近端，第2、3掌骨之间偏于第3掌骨），持续捻转行针，同时嘱患者慢慢活动颈项，一般疼痛即可缓解；再针局部腧穴。若有感受风寒史，颈部穴位可加艾灸；若由颈项部过度扭转所致，可点刺出血，加拔罐。
针灸中落枕的其他治疗方法？,"（1）拔罐法 疼痛轻者直接在患侧项背部行闪罐法，顺着肌肉走行进行拔罐。疼痛较重者可先在局部用皮肤针叩刺出血，再拔火罐；也可行走罐法。
（2）耳针法 颈、颈椎、肩、枕、神门。每次选2～3穴，毫针刺，中等刺激，持续行针时嘱患者徐徐活动颈项部；或用压丸法。"
针灸中落枕治疗的注意事项？,"1.针灸治疗本病疗效显著，常可立即取效，针后可配合推拿和热敷。
2.睡眠时应注意枕头的高低要适度，避免风寒。反复出现落枕时，应考虑颈椎病。"
针灸中肩痹定义？,"肩痹是以肩部持续疼痛及活动受限为主症的病证。由于风寒是本病的重要诱因，故又称为“漏肩风”。多发于50岁左右的成人，故俗称“五十肩”。因患肩局部常畏寒怕冷，尤其后期常出现肩关节的炎症粘连和肌肉萎缩，肩部活动明显受限，故又称“肩凝症”“冻结肩”等。其发生与体虚、劳损、风寒侵袭肩部等因素有关。本病病位在肩部筋肉，与手三阳经、手太阴经关系密切。
本病相当于西医学的肩关节周围炎，是软组织退行性、炎症性病变。"
针灸中肩痹辩证？,以肩前区疼痛为主，后伸疼痛加剧，为手阳明经证；以肩外侧疼痛为主，外展疼痛加剧，为手少阳经证；以肩后侧疼痛为主，肩内收时疼痛加剧，为手太阳经证；以肩前近腋部疼痛为主且压痛明显，为手太阴经证。
针灸中肩痹基本病机？,基本病机是肩部经络阻滞不通或筋肉失于濡养。
针灸中肩痹具体表现？,肩部疼痛、酸重，呈静止痛，有时可向颈部和整个上肢放射，常因感受风寒、天气变化及劳累而诱发或加重，日轻夜重，肩前、后及外侧均有压痛；主动和被动外展、后伸、上举等功能明显受限。病变早期以肩部疼痛为主，后期以肩关节活动受限为主。病情迁延日久，可出现肩部肌肉萎缩。
针灸中肩痹针刺常用治法？,通经活络，舒筋止痛。以局部穴位为主，配合循经远端取穴。
针灸中肩痹主穴：,肩前 肩髃（在三角肌区，肩峰外侧缘前端与肱骨大结节两骨间凹陷中） 肩髎（在三角肌区，肩峰角与肱骨大结节两骨间凹陷中） 肩贞（在肩胛区，肩关节后下方，腋后纹头直上1寸） 阿是穴 曲池（在前臂，肘横纹下3寸，阳溪与曲池连线上） 阳陵泉（在小腿外侧，腓骨头前下方凹陷中）
针灸中肩痹配穴：,手阳明经证配合谷（在手指，第2掌指关节桡侧远端赤白肉际处）；手少阳经证配外关（在前臂后区，腕背侧远端横纹上2寸，尺骨与桡骨间隙中点）；手太阳经证配后溪（在手内侧，第5掌指关节尺侧近端赤白肉际凹陷中）；手太阴经证配列缺（在前臂，腕掌侧远端横纹上1.5寸，拇短伸肌腱和拇长展肌腱之间，拇长展肌腱沟的凹陷中）。
针灸中肩痹穴位方义？,肩髃（在三角肌区，肩峰外侧缘前端与肱骨大结节两骨间凹陷中）、肩髎（在三角肌区，肩峰角与肱骨大结节两骨间凹陷中）、肩贞（在肩胛区，肩关节后下方，腋后纹头直上1寸），分别为手阳明、手少阳、手太阳经穴，加奇穴肩前和阿是穴（指在患者身体上出现疼痛、压痛、酸胀、麻木或其他不适感的区域，这些区域往往是疾病反应的敏感点），均为局部选穴，配远端曲池（在前臂，肘横纹下3寸，阳溪与曲池连线上）、阳陵泉（在小腿外侧，腓骨头前下方凹陷中），远近配穴，可疏通肩部经络气血，行气活血而止痛。
针灸中肩痹经络配穴的操作方法？,先刺远端穴，行针后鼓励患者运动肩关节；肩部穴位要求有强烈的针感，可加灸法、电针治疗。
针灸中肩痹的其他治疗方法？,"（1）火针法 阿是穴（指在患者身体上出现疼痛、压痛、酸胀、麻木或其他不适感的区域，这些区域往往是疾病反应的敏感点。）。常规消毒后，将火针置酒精灯上烧红，迅速点刺阿是穴（指在患者身体上出现疼痛、压痛、酸胀、麻木或其他不适感的区域，这些区域往往是疾病反应的敏感点。）2～3次，出针后用干棉球轻轻揉按针眼。疼痛剧烈可每日治疗1次，慢性疼痛可3～5日治疗1次。
（2）刺络拔罐法 阿是穴（指在患者身体上出现疼痛、压痛、酸胀、麻木或其他不适感的区域，这些区域往往是疾病反应的敏感点。）。皮肤针叩刺使少量出血，加拔罐。
（3）穴位注射法 阿是穴（指在患者身体上出现疼痛、压痛、酸胀、麻木或其他不适感的区域，这些区域往往是疾病反应的敏感点。）。用利多卡因，或维生素B12注射液，或当归注射液，每穴注射1mL，隔日1次。（4）针刀疗法 阿是穴（指在患者身体上出现疼痛、压痛、酸胀、麻木或其他不适感的区域，这些区域往往是疾病反应的敏感点。）。选用4号针刀在各穴位点刺，常规针刀松解，每周1次。"
针灸中肩痹治疗的注意事项？,"1.针灸治疗本病有较好的疗效，治疗越早疗效越好。但必须明确诊断，排除肩关节结核、肿瘤、骨折、脱臼等疾病，并与颈椎病、内脏病引起的牵涉痛相区别。
2.对组织粘连、肌肉萎缩者，应结合推拿治疗，以提高疗效。平时应进行适当的肩部功能练习，注意肩部保暖，避免风寒侵袭。
3.现代研究表明，针灸通过局部刺激可减弱或拮抗痛觉感受器对痛觉的传导，提高痛阈值，达到止痛的目的。针灸还可以促进肩关节局部的微循环及营养代谢，从而有利于炎症水肿吸收和局部堆积的代谢产物的输送，缓解肌肉痉挛，松解粘连，改善功能。"
针灸中臂丛神经痛定义？,臂丛神经痛是以锁骨上窝、肩、腋、前臂尺侧等部位出现强烈的放射性烧灼样或针刺样疼痛为主要临床表现的疾病，可伴有肢体运动、感觉障碍和肌肉萎缩。临床可分原发性（特发性）和继发性两类。原发性病因不明，可能是一种变态反应性疾病，可见于轻度外伤、注射、疫苗接种或轻度系统性感染后。继发性多是臂丛邻近组织病变压迫引起。
针灸中臂丛神经痛辩证？,"（1）辨经络 以肩后部痛为主，疼痛和麻木可由患侧肩胛区向臂外尺侧放射，为手太阳经证；以肩部腋下痛为主，疼痛和麻木可向臂内侧手掌尺侧放射，为手少阴经证；以肩前部痛为主，疼痛和麻木可由患侧肩胛区向臂外桡侧放射，为手阳明经证。
（2）辨证候 发病前有恶寒、发热等外感症状或有局部受凉史，为外邪侵袭；有肩臂腋部损伤或劳损史，局部压痛明显，舌暗或可见瘀斑，脉涩，为瘀血阻滞。"
针灸中臂丛神经痛基本病机？,臂丛神经痛属中医学“痹证”“肩臂痛”“腋痛”等范畴，其发生常与风寒湿热侵袭、跌打损伤有关，与手太阳、手阳明、手少阴经关系密切。基本病机是经络气血阻滞不通。
针灸中臂丛神经痛具体表现？,锁骨上窝、肩、腋、前臂尺侧等部位出现强烈的放射性甚至呈刀割样、撕裂样、烧灼样或针刺样疼痛。
针灸中臂丛神经痛治法？,疏通经络，活血止痛。以局部穴为主。
针灸中臂丛神经痛主穴：,颈5～胸1夹脊 颈臂 肩贞（在肩胛区，肩关节后下方，腋后纹头直上1寸） 肩髃（在三角肌区，肩峰外侧缘前端与肱骨大结节两骨间凹陷中） 阿是穴（指在患者身体上出现疼痛、压痛、酸胀、麻木或其他不适感的区域，这些区域往往是疾病反应的敏感点）
针灸中臂丛神经痛配穴：,手太阳经证配支正（在前臂后区，腕背侧远端横纹上5寸，尺骨尺侧与尺侧腕屈肌之间）、后溪（在手内侧，第5掌指关节尺侧近端赤白肉际凹陷中）；手少阴经证配极泉、少海、通里；手阳明经证配曲池（在前臂，肘横纹下3寸，阳溪与曲池连线上）、合谷（在手指，第2掌指关节桡侧远端赤白肉际处）。外邪侵袭配风池（在颈后区，枕骨之下，胸锁乳突肌上端与斜方肌上端之间的凹陷中。注：项部枕骨下两侧，横平风府（在颈后区，枕外隆凸直下，两侧斜方肌之间凹陷中），胸锁乳突肌与斜方肌之间凹陷中）、合谷（在手指，第2掌指关节桡侧远端赤白肉际处）；瘀血阻滞配内关（在前臂前区，腕掌侧远端横纹上2寸，掌长肌腱与桡侧腕屈肌腱之间）、膈俞（在脊柱区，第7胸椎棘突下，后正中线旁开1.5寸）。
针灸中臂丛神经痛穴位方义？,臂丛由颈5至胸1的神经根组成，故取颈5～胸1夹脊，配合局部选取肩髃（在三角肌区，肩峰外侧缘前端与肱骨大结节两骨间凹陷中）、肩贞（在肩胛区，肩关节后下方，腋后纹头直上1寸）、阿是穴（指在患者身体上出现疼痛、压痛、酸胀、麻木或其他不适感的区域，这些区域往往是疾病反应的敏感点），以疏通局部经络气血，行气活血而止痛；颈臂为奇穴，是治疗上肢痹痛的经验效穴。
针灸中臂丛神经痛经络配穴的操作方法？,颈臂直刺0.5～0.8寸，提插手法，使针感向上肢、手指放射；肩部穴位可加灸法，亦可用电针治疗。
针灸中臂丛神经痛的其他治疗方法？,"（1）刺络拔罐法 肩髃、肩贞、阿是穴（指在患者身体上出现疼痛、压痛、酸胀、麻木或其他不适感的区域，这些区域往往是疾病反应的敏感点。）。三棱针点刺出血，拔火罐；或皮肤针叩刺出血，拔火罐。
（2）穴位注射法 颈5～胸1夹脊、阿是穴（指在患者身体上出现疼痛、压痛、酸胀、麻木或其他不适感的区域，这些区域往往是疾病反应的敏感点。）。用利多卡因，或维生素B12注射液、当归注射液，每穴注射0.5～1mL，隔日1次。"
针灸中臂丛神经痛治疗的注意事项？,"1.针灸治疗本病有较好的疗效，可明显缓解疼痛。继发性臂丛神经痛要针对原发病治疗，解除致病因素。
2.急性期患者要注意休息，避免提重物；患者平时要注意保暖，避免风寒侵袭。"
针灸中肘劳定义？,"肘劳是以肘部局限性慢性疼痛为主症的病证。属中医学“伤筋”“痹证”范畴。多因前臂旋转和屈伸肘腕关节用力不当所致，可见于木工、钳工、水电工、矿工及网球运动员等。
本病可见于西医学的肱骨外上髁炎（网球肘）、肱骨内上髁炎（高尔夫球肘）和尺骨鹰嘴炎（学生肘或矿工肘）等。"
针灸中肘劳辩证？,肘关节外上方（肱骨外上髁周围）有明显的压痛点，为手阳明经筋证；肘关节外部（尺骨鹰嘴处）有明显的压痛点，为手少阳经筋证；肘关节内下方（肱骨内上髁周围）有明显的压痛点，为手太阳经筋证。
针灸中肘劳基本病机？,其发生常与慢性劳损有关，前臂长期反复做拧、拉、旋转等动作时，可使肘部的经筋慢性损伤。本病病位在肘部手三阳经筋。基本病机是筋脉不通，气血痹阻。
针灸中肘劳具体表现？,肘关节活动时疼痛，有时可向前臂、腕部和上臂放射，局部肿胀不明显，有明显而固定的压痛点，肘关节活动不受限。
针灸中肘劳主穴：,阿是穴（指在患者身体上出现疼痛、压痛、酸胀、麻木或其他不适感的区域，这些区域往往是疾病反应的敏感点）
针灸中肘劳配穴：,手阳明经筋证配肘髎（在肘区，肱骨外上髁上缘，髁上嵴的前缘）、合谷（在手指，第2掌指关节桡侧远端赤白肉际处）；手少阳经筋证配外关（在前臂后区，腕背侧远端横纹上2寸，尺骨与桡骨间隙中点）、天井（在肘后区，肘尖上1寸凹陷中）；手太阳经筋证配阳谷（在腕后区，尺骨茎突与三角骨之间的凹陷中）。
针灸中肘劳穴位方义？,阿是穴（指在患者身体上出现疼痛、压痛、酸胀、麻木或其他不适感的区域，这些区域往往是疾病反应的敏感点）疏通局部筋脉气血，活血止痛。
针灸中肘劳经络配穴的操作方法？,在局部压痛点采用多向透刺，或做多针齐刺，得气后留针。局部可加温和灸、隔姜灸或天灸。亦可取阿是穴（指在患者身体上出现疼痛、压痛、酸胀、麻木或其他不适感的区域，这些区域往往是疾病反应的敏感点）和配穴用电针治疗。
针灸中肘劳的其他治疗方法？,"（1）刺络拔罐法 阿是穴（指在患者身体上出现疼痛、压痛、酸胀、麻木或其他不适感的区域，这些区域往往是疾病反应的敏感点。）。皮肤针叩刺或三棱针点刺出血后拔罐，3～5日治疗1次。
（2）火针法 阿是穴（指在患者身体上出现疼痛、压痛、酸胀、麻木或其他不适感的区域，这些区域往往是疾病反应的敏感点。）。常规消毒后将火针置酒精灯上烧红，迅速点刺，3～5日治疗1次。
（3）穴位注射法 阿是穴（指在患者身体上出现疼痛、压痛、酸胀、麻木或其他不适感的区域，这些区域往往是疾病反应的敏感点。）。当归注射液，注入1mL，隔日1次。
（4）针刀疗法 用针刀松解肱骨外上髁、肱骨内上髁部位肌腱附着点的粘连。"
针灸中肘劳治疗的注意事项？,"1.针灸治疗本病有较好的疗效，在治疗方法上要注重灸法的应用。
2.治疗期间应避免肘部过度用力，同时注意局部保暖，免受风寒。"
针灸中腱鞘囊肿定义？,腱鞘囊肿是指关节附近的腱鞘内滑液增多，发生囊性疝出而形成的囊肿。多发于手腕背侧、足背部，手指掌指关节及近侧指间关节处也常见到。一般认为肌腱或关节的长期过度劳损使滑膜腔内滑液增多而形成囊性疝出，以及结缔组织的黏液性退行性变可能是发病的重要原因。
针灸中腱鞘囊肿辩证？,本病病位在筋，属经筋病。
针灸中腱鞘囊肿基本病机？,腱鞘囊肿属中医学“筋结”“筋聚”或“筋瘤”范畴。其发生多与患部关节活动、劳损或外伤刺激等因素有关。基本病机为经筋劳伤，气津凝滞。
针灸中腱鞘囊肿具体表现？,腕背部或足背部出现囊性肿物，呈半圆球形，表面光滑，边界清楚，质软，有波动感，压痛轻微或无压痛；囊液充满时，囊壁变为坚硬，局部压痛。
针灸中腱鞘囊肿主穴：,阿是穴（指在患者身体上出现疼痛、压痛、酸胀、麻木或其他不适感的区域，这些区域往往是疾病反应的敏感点）
针灸中腱鞘囊肿配穴：,发于腕背部配阳溪（在腕区，腕背侧远端横纹桡侧，桡骨茎突远端，解剖学“鼻烟窝”凹陷中）、阳池（在腕后区，腕背侧远端横纹上，指伸肌腱的尺侧缘凹陷中）或外关（在前臂后区，腕背侧远端横纹上2寸，尺骨与桡骨间隙中点）；发于足背部配解溪（在踝区，踝关节前面中央凹陷中，长伸肌腱与趾长伸肌腱之间）。
针灸中腱鞘囊肿穴位方义？,本病属经筋病，“在筋守筋”，故局部阿是穴（指在患者身体上出现疼痛、压痛、酸胀、麻木或其他不适感的区域，这些区域往往是疾病反应的敏感点）用点刺和围刺法，可以起到散结消肿、疏调经筋的作用。
针灸中腱鞘囊肿经络配穴的操作方法？,暴露患处，常规消毒，术者以左手拇指、食指挤住囊肿，将内容物推至一边，避开血管及肌腱，使囊肿突起，然后用粗毫针或三棱针自囊肿顶部刺入，并向四周深刺，将囊壁刺破，迅速用力挤出浓稠胶冻状物质。加压包扎3～5天。囊肿较大者，可用注射器抽吸囊液，复针刺数孔，并加压包扎。
针灸中腱鞘囊肿的其他治疗方法？,"（1）火针法 阿是穴（指在患者身体上出现疼痛、压痛、酸胀、麻木或其他不适感的区域，这些区域往往是疾病反应的敏感点。）。囊肿局部常规消毒，医者左手掐持囊肿，右手持火针对准囊肿高点迅速刺入，将表层囊壁刺破，并快速拔针，同时左手用力挤压囊肿，尽量使囊内的黏稠状物全部排出，然后常规消毒并加压包扎3～5日。一般1次即可，若囊肿未全消或复发，可于1周后再行治疗1次。
（2）艾灸法 阿是穴（指在患者身体上出现疼痛、压痛、酸胀、麻木或其他不适感的区域，这些区域往往是疾病反应的敏感点。），可根据病变部位配局部经穴。以艾条温和灸，每次施灸15～20分钟。"
针灸中腱鞘囊肿治疗的注意事项？,"1.针灸治疗本病疗效较为满意，尤以火针、三棱针法效佳，但应注意严格消毒，以防感染。
2.治疗期间和治愈初期，应注意休息，避免局部过劳，以防止复发。"
针灸中腱鞘炎定义？,腱鞘炎是以手腕部（或足踝部）的腱鞘因外伤、劳损而出现以受累关节屈伸不利、局部肿痛为主要症状的疾病。本病多发生在手腕部，以桡骨茎突部狭窄性腱鞘炎和屈指肌腱狭窄性腱鞘炎最为常见。多见于手工操作者，女性多于男性。
针灸中腱鞘炎辩证？,桡骨茎突处疼痛，可向手及前臂放射，以拇展肌腱受累为主，在列缺、阳溪附近有明显压痛，为手太阴、手阳明经筋证；当手指屈曲时疼痛、活动受限，甚至出现“弹响”或一时的“交锁”现象，系指屈肌腱受累，为手厥阴经筋证；当手指伸展时疼痛、活动受限，以指伸肌腱受累为主，在阳池、合谷（在手指，第2掌指关节桡侧远端赤白肉际处。）附近有明显压痛，为手少阳、手阳明经筋证；当拇指屈曲时疼痛，以拇屈肌腱受累为主，在鱼际、太渊附近有压痛，为手太阴经筋证。
针灸中腱鞘炎基本病机？,腱鞘炎属中医学“筋痹”范畴，其发生与劳作过度、外邪侵袭等因素有关。本病病位在经筋。基本病机是筋脉痹阻，气血运行不畅。
针灸中腱鞘炎具体表现？,患指腱鞘处肿胀疼痛，受累关节活动不利，有时可触及皮下硬节。
针灸中腱鞘炎主穴：,阿是穴（指在患者身体上出现疼痛、压痛、酸胀、麻木或其他不适感的区域，这些区域往往是疾病反应的敏感点）
针灸中腱鞘炎配穴：,手太阴、手阳明经筋证配阳溪（在腕区，腕背侧远端横纹桡侧，桡骨茎突远端，解剖学“鼻烟窝”凹陷中）、列缺（在前臂，腕掌侧远端横纹上1.5寸，拇短伸肌腱和拇长展肌腱之间，拇长展肌腱沟的凹陷中）；手厥阴经筋证配大陵（在腕前区，腕掌侧远端横纹中，掌长肌腱与桡侧腕屈肌腱之间）、内关（在前臂前区，腕掌侧远端横纹上2寸，掌长肌腱与桡侧腕屈肌腱之间）；手少阳、手阳明经筋证配外关（在前臂后区，腕背侧远端横纹上2寸，尺骨与桡骨间隙中点）、阳池（在腕后区，腕背侧远端横纹上，指伸肌腱的尺侧缘凹陷中）、合谷（在手指，第2掌指关节桡侧远端赤白肉际处）；手太阴经筋证配鱼际（在手外侧，第1掌骨桡侧中点赤白肉际处）、太渊（在腕前区，桡骨茎突与舟状骨之间，拇长展肌腱尺侧凹陷中）。
针灸中腱鞘炎穴位方义？,本病属经筋病证，“在筋守筋”，故取局部阿是穴（指在患者身体上出现疼痛、压痛、酸胀、麻木或其他不适感的区域，这些区域往往是疾病反应的敏感点）以舒筋活络，活血止痛。
针灸中腱鞘炎经络配穴的操作方法？,按照受累肌腱寻找痛点。以阿是穴（指在患者身体上出现疼痛、压痛、酸胀、麻木或其他不适感的区域，这些区域往往是疾病反应的敏感点）为中心，向四周透刺2～4针，或进行围刺法，可用电针、温针灸、艾灸等。
针灸中腱鞘炎的其他治疗方法？,"（1）穴位注射法 局部阿是穴（指在患者身体上出现疼痛、压痛、酸胀、麻木或其他不适感的区域，这些区域往往是疾病反应的敏感点。）。用强的松龙25mg和2%利多卡因1mL，局部消毒后刺入，无回血后缓慢注入药液。每周1次，可注射2～3次。
（2）火针法 局部阿是穴（指在患者身体上出现疼痛、压痛、酸胀、麻木或其他不适感的区域，这些区域往往是疾病反应的敏感点。）。将细火针烧至通红，速刺，深度约0.5cm，不留针。适用于病情较轻、病程较短者。"
针灸中腱鞘炎治疗的注意事项？,针灸治疗腱鞘炎疗效较佳。治疗期间应减少腕部活动，注意保暖，避免寒湿刺激。
